index,title,sentiment,kode_emiten
242,BRI (BBRI) Sebut Tidak Memiliki Kerja Sama Langsung dengan Binomo,0,BBRI
243,"Cek Kurs Dolar AS di BCA, BRI, Bank Mandiri, dan BNI Hari Ini 17 Oktober 2022",0,BBRI
244,BRI Jadi BUMN Dengan Kontribusi Dividen & Pajak Terbaik,0,BBRI
245,"BRI Kembali Menorehkan Prestasi Internasional Berupa Best Priority Banking, Sekaligus Menghadirkan Konsep Baru Priority Center di Tahun 2021",1,BBRI
246,Cek Rekening! THR Dividen Saham BRI (BBRI) dan Bank Mandiri (BMRI) Masuk Hari Ini (12/4),0,BBRI
247,"Wuidih Target Harga Saham Bank BRI Tembus Rp 5.200, Yakin?",0,BBRI
248,"Manfaatkan GSP, BRI & Kemendag Pacu Ekspor Produk UMKM ke AS",1,BBRI
249,Bank BRI (BBRI) Kantongi Izin Buka Unit Kerja Baru di Taiwan,1,BBRI
250,"BCA, CIMB Niaga, BRI, dan BNI Tawarkan KTA dengan Bunga Menarik",0,BBRI
251,"Transformasi Lancar, BRI Dinobatkan Jadi BUMN Terbaik",1,BBRI
252,"Semester I/2020, Bank BRI (BBRI) Raup Laba Bersih Rp10,2 Triliun",1,BBRI
253,"BRI Ungkap Strategi Jadi Hybrid Bank, Seperti Apa?",0,BBRI
254,68 Paskibraka & 1.800 Anak Pelaku UMKM Dapat Beasiswa BRI,0,BBRI
255,Terungkap! Ini Alasan Setoran Dividen BRI Naik Jadi 65%,1,BBRI
256,"Tebar Dividen Rp 8,63 Triliun, Intip Deretan Capaian BRI",1,BBRI
257,"Antara BRI (BBRI) hingga BCA (BBCA), Siapa Paling Jago Cari Cuan?",0,BBRI
258,"Harga Saham Bank Jumbo (BMRI, BBRI, BBCA, Hingga PNBN) Kompak Menguat",1,BBRI
259,Begini Jurus BRI Kejar Inklusi Keuangan di Kawasan 3T,0,BBRI
260,"Lewat Komunitas Srikandi, BRI Dukung Pemberdayaan Perempuan",0,BBRI
261,"Tiga Waran Terstruktur ADRO, BBRI, UNVR Resmi Meluncur Hari Ini",1,BBRI
262,BRI Targetkan Jaring 400.000 Pelaku Usaha Kelautan Lewat Kartu Kusuka,0,BBRI
263,Nasabah BRI Tetap Gratis Transaksi di ATM BRI Hingga BRImo,0,BBRI
264,"Persaingan Ketat Bank Jumbo, Ini DPK 4 Bank Mandiri, BRI, BNI, dan BCA",0,BBRI
265,"Laju Penyaluran Kredit Perbankan Alami Peningkatan, Intip Capaian BNI (BBNI) hingga BRI (BBRI)",1,BBRI
266,"Kinerja Berbasis ESG, BRI Raih Berbagai Penghargaan di 2020",0,BBRI
267,BRI Perkuat Peran UMKM Serap Ratusan Juta Tenaga Kerja,1,BBRI
268,BRI (BBRI) Tutup 6 Kantor Cabang Pembantu Sepanjang Kuartal I/2022,-1,BBRI
269,"Adu Kencang Reli Saham Bank KBMI IV (BMRI, BBRI, BBCA, dan BBNI) di Tengah Laju Laba Jumbo",1,BBRI
270,"Suku Bunga KPR Terbaru 10 Bank Besar: BRI, BCA, hingga BTN",0,BBRI
271,"Moncer di Tengah Pandemi, Bisnis Kartu Kredit BRI Tumbuh 41%",1,BBRI
272,"Jalankan Prinsip ESG, BRI Unggul di Investasi Hijau",1,BBRI
273,"Perkuat Ekosistem Digital, Penyaluran KUR BRI Capai Rp 88,9 T",1,BBRI
274,BRI Digitalisasikan Koperasi Lewat Platform Smartscoop,0,BBRI
275,Erick Pernah Kode Aksi Korporasi Besar BRI & Pesan Beli Saham,0,BBRI
276,"Tarik Tunai di ATM Link Kena Biaya, BRI Angkat Bicara",0,BBRI
277,"Bank Permata (BNLI) Naik Kasta! Sekelas BCA, BRI, BNI, & Bank Mandiri",1,BBRI
278,"Jadi Holding Ultra Mikro BUMN, BRI Minta Kelonggaran BMPK",0,BBRI
279,"Transaksi Digital Diproyeksi Tumbuh Pesat, BRI (BBRI) dan BCA (BBCA) Jor-joran Belanja IT",1,BBRI
280,BRI Resmikan Menara BRILian di Hari Kemerdekaan,0,BBRI
281,"Dua Kantor BRI di Cianjur Rusak Terdampak Gempa, Nasabah Bisa Pakai Layanan E-Buzz",0,BBRI
282,"Bukan Akuisisi, Ini Sinergi BRI dengan Pegadaian & PNM",1,BBRI
283,Transfer Sesama BRI di Seluruh ATM BRI Gratis!,0,BBRI
284,"Saldo Rekening BRI Milik ASN Kemenag di Tuban Terkuras Karena Soceng, Bank Ganti?",0,BBRI
285,Simak! Ini Hasil RUPSLB dan Susunan Komisaris Terbaru Bank BRI,0,BBRI
286,"Tebarkan Social Values, Ini Sederet Capaian BRI",0,BBRI
287,"Cara Cek Mutasi BRI di ATM, Teller, SMS, BRImo, dan Internet Banking",0,BBRI
288,"BRI (BBRI) Tawarkan Asuransi untuk Pemudik, Premi Mulai Rp5.000",0,BBRI
289,Bos BRI Jamin Hapus Tagih Kredit UMKM Tak Ganggu Kinerja BRI,0,BBRI
290,Video: Implementasi Nyata BRI Terapkan Prinsip ESG,0,BBRI
291,"Wow! BRI Cairkan Kredit Rp 1T per Hari, Incar Rp 270T di 2023",1,BBRI
292,"BRI Life Rilis Double Care, Manfaat Sampai Rp 5 M",0,BBRI
293,"20 Bank Ditunjuk Jadi Penampung DHE, Intip Manfaatnya Menurut Citibank hingga BRI (BBRI)",0,BBRI
294,BRI Tunjuk Cinta Laura Jadi Brand Ambassador,0,BBRI
295,"128 Tahun Layani Segmen Mikro, Bos BRI Ungkap Tantangannya",0,BBRI
296,Saham BRI hingga GOTO Jadi Favorit Investor Asing pada Semester I/2023,1,BBRI
297,"IHSG Melemah Tertekan Saham BMRI, BBRI, hingga ASII, BABY Cuan",-1,BBRI
298,"Boleh Rangkap, Rektor UI Kok Mundur Dari Komisaris BRI?",0,BBRI
299,Komisaris BRI Rofikoh Rokhim Dikukuhkan Jadi Profesor FEB UI,0,BBRI
300,BRI Jadi Best of The Best Communication dalam Ajang BCOMSS,0,BBRI
301,Riset BRIN: KUR BRI Tingkatkan Kesejahteraan Masyarakat,0,BBRI
302,"BRI Liga 1 Resmi Dimulai, BRI Jadi Bagian Sejarah Sepak Bola",0,BBRI
303,Bisnis Internasional BRI Tetap Bertumbuh di Tengah Pandemi,1,BBRI
304,"IHSG Ambruk, Saham BBRI Cs Gimana?",-1,BBRI
305,BRI Jadi BO Valas Bersama Kementerian Keuangan,0,BBRI
306,"Tingkatkan Inklusi UMKM, BRI Hadirkan Peer to Peer Lending",1,BBRI
307,"OJK Setop Restrukturisasi Covid-19, Intip Sisanya di BRI (BBRI) hingga BSI (BRIS)",0,BBRI
308,"IHSG Besok Diprediksi Menguat, Rekomendasi Saham BBRI & TOWR",1,BBRI
309,"Tegas ke Pelanggar 3M, Satpam BRI Raih Penghargaan dari Polri",0,BBRI
310,"Rektor UI Mundur dari Wakomut, Begini Respons Bos Bank BRI",0,BBRI
311,Perhatian! Buyback Saham BRI Berlangsung Hingga Agustus 2023,1,BBRI
312,"Bank Bisa Miliki Pinjol Cs, BRI (BBRI) Beberkan Kesiapan Ekosistem",0,BBRI
313,Kode Keras Investor Asing Masuk BSI Gantikan BRI dan BNI,-1,BBRI
314,Top! Bos BRI Sabet Leadership Achievement Awards,0,BBRI
315,Sah! Ini Susunan Komisaris dan Direksi BRI Terbaru,0,BBRI
316,Bos BRI Sebut Transaksi Agen BRILink Tembus Rp1.297 Triliun Sepanjang 2022,1,BBRI
317,"BRI Siapkan Inovasi Digital Jangka Panjang, Untuk Apa?",0,BBRI
318,Cerita UMKM BRI Bangun Kampung Kue Dengan Omzet Puluhan Juta,0,BBRI
319,Cuma BRI Perusahaan RI yang Masuk Sustainability Yearbook S&P,1,BBRI
320,"IHSG Naik Tembus 6.900, Saham BMRI, BBRI, AMMN Cuan Banyak",1,BBRI
321,"BRI Finance Tekan Kredit Bermasalah, Jaga NPF di Bawah 2 Persen",-1,BBRI
322,"Bos Bank BRI Pede, Kredit Bisa Dikerek 7% Tahun Ini",1,BBRI
323,BRI Jadi Bank Nasional Dengan Pengelolaan Risiko ESG Terbaik,1,BBRI
324,Cetak Rekor! Kredit UMKM Bank BRI Tembus Rp 1.000 T,1,BBRI
325,"Cetak Laba Rp 39,31 T, Kontribusi BRI Ke Negara Makin Tinggi",1,BBRI
326,"Cegah Krisis Perubahan Iklim, BRI Genjot Pembiayaan Hijau",0,BBRI
327,Keren! BRI Raih 3 Penghargaan Bergengsi Asiamoney,1,BBRI
328,"Pinjaman KUR 2023: Simak Rencana BRI, BSI, Serta Bank Mandiri Sebelum Mengajukan Kredit",0,BBRI
329,"IHSG Dibuka Naik Jelang Rilis Inflasi RI, Saham BBCA, BMRI & BBRI Mantul",1,BBRI
330,"Lampaui BCA, BRI (BBRI) Raup Laba Bersih Rp32,21 Triliun Sepanjang 2021",1,BBRI
331,Hari Ini BRI-Mandiri-BNI Buka? Cek Jadwal Terbarunya,0,BBRI
332,"Suku Bunga KPR BTN, BRI, Bank Mandiri, BCA dan BJB. Ini yang Paling Murah",0,BBRI
333,"141 Ribu Orang Ramaikan Event Tahunan BRI Ini, Mau Apa?",0,BBRI
334,"BRI Microfinance Outlook, Pemberdayaan UMi Untuk Ekonomi",0,BBRI
335,"BRI Gelar Rights Issue, Untung atau Buntung Bagi Investor?",0,BBRI
336,"Transaksi Digital Banking Naik 29,47 Persen, Intip Capaian BNI, Mandiri, hingga BRI",1,BBRI
337,Mantap! BRI Dinobatkan Sebagai World's Best Banks 2022,1,BBRI
338,"Kurs Jual Beli Dolar AS di BCA dan BRI, 16 April 2021",0,BBRI
339,"Ari Kuncoro Mundur Dari Komisaris BRI, Siapa Penggantinya?",0,BBRI
340,"Raih Laba Rp 15,56 T, Saham BBRI Bergerak Fantastis!",1,BBRI
341,Mau Mudik? BRI Citilink Online Travel Fair Ada Promo Oke Nih,0,BBRI
342,BRI Implementasikan Strategi Komunikasi yang Kreatif dan Berempati,0,BBRI
343,Resmi! Pemerintah Alihkan Saham PNM dan Pegadaian ke BRI,1,BBRI
344,Saham BBCA dan BBRI Paling Diburu Investor Asing Selama Sepekan,1,BBRI
345,"Terbitkan Obligasi, BRI Finance Tawarkan Imbal Hasil hingga 7 Persen",0,BBRI
346,"Wow! Saham BBRI Naik 3 Hari, Asing Masuk, Ini Katalisnya!",1,BBRI
347,Dirut BRI Sunarso Dinobatkan Sebagai Best CEO of The Year,0,BBRI
348,"BRI (BBRI) Bagi Dividen Jumbo Rp8,63 Triliun, Cek Jadwalnya",1,BBRI
349,"BRI Life Kantongi Laba Bersih Rp344,3 M, Naik Dua Kali Lipat",1,BBRI
350,Simak Jenis Pinjaman Bank BRI (BBRI) untuk Pelaku UMKM,0,BBRI
351,"Jawab Kebutuhan Nasabah, BRI Luncurkan Produk Asuransi PGH",0,BBRI
352,"Selain Rights Issue, BRI (BBRI) Lakukan 2 Aksi Korporasi Besar Ini di Era Pandemi",0,BBRI
353,BRI Insurance Syariah Resmikan Cabang di Serambi Mekah,0,BBRI
354,Kuncian Saham BRI (BBRI) saat BI Tahan Suku Bunga,0,BBRI
355,"Cek! Ini Jadwal Pemblokiran Kartu ATM BCA, BRI, Mandiri & BNI",0,BBRI
356,"BRI Gandeng OPPO Indonesia, Perluas Transaksi Digital",1,BBRI
357,Top! BRI Peluang Raup Dana Segar Rp 40 T dari Rights Issue,1,BBRI
358,Gratis! Nasabah Bisa Ganti Kartu ATM Chip di Semua Cabang BRI,0,BBRI
359,"Raup Rp 31 T, BRI Jadi Emiten dengan Laba Terbesar di BEI",1,BBRI
360,Konkret! Ini Cara BRI Dukung Pemerintah Tingkatkan Ekspor RI,0,BBRI
361,"Cerita Inspiratif, Beasiswa BRI Wujudkan Mimpi Anak Petani",0,BBRI
362,"Jadi Induk Pegadaian dan PNM, BRI (BBRI) Pamerkan Capaian UMi",1,BBRI
363,"BRI Cabang Samarinda Salurkan KUR Rp388,76 Miliar di Awal 2021",0,BBRI
364,"Wow, Biar Go Global BRI Bawa UMKM Mentas ke Meksiko",0,BBRI
365,"Genjot UMKM Sukses, Ternyata Ini Rahasia Strategi Bank BRI",1,BBRI
366,Strategi Penyuluran Kredit BRI Hadapi Momentum Tahun Politik,0,BBRI
367,"Laba Tumbuh Pesat, Cek Rekomendasi Saham BBCA, BMRI, BNI, BRI",1,BBRI
368,"IHSG Ditutup Melemah ke 6.636, Saham BYAN, TLKM dan BBRI Merah",-1,BBRI
369,"Hadirkan Figur Inspiratif UMKM, BRI Ajak Makin Bertumbuh",0,BBRI
370,"BRI Upgrade Layanan BRIguna, Kini Bisa Pinjam Secara Online",0,BBRI
371,BRI 'Terbangkan' Aksesoris Fesyen Daur Ulang ke Belanda,0,BBRI
372,Terungkap! Asing Ternyata Borong Rights Issue BRI Rp 30 T,1,BBRI
373,"Saham BBRI Fluktuatif, Inikah Sebabnya?",0,BBRI
374,"Sinergi BRI & MoneyGram, Mudahnya Kirim Uang dari Luar Negeri",0,BBRI
375,"Penuhi PP, Pemerintah Alihkan 5,49 Miliar Saham BRI ke Indonesia Investment Authority",1,BBRI
376,"Ramai Kirim THR, BRI Proyeksikan Remitansi Kian Melesat",1,BBRI
377,"Kucurkan Rp26,4 Triliun, Ini Jadwal Pembagian Dividen Tunai BRI (BBRI)",1,BBRI
378,Cara BRI Bangkitkan Kembali Geliat Aktivitas Pelaku UMKM,0,BBRI
379,DPR Apresiasi Kontribusi BRI ke Negara Semakin Besar,0,BBRI
380,"BBRI All Time High, BlackRock-Vanguard-JPMorgan Akumulasi",1,BBRI
381,"Lebaran 2022, BRI (BBRI) Mudahkan Nasabah dengan QRIS di BRImo",0,BBRI
382,"BRI Tebar Dividen Interim Rp 8,63 Triliun, Cek Jadwalnya!",1,BBRI
383,Prospek Cuan Investasi Reksa Dana Berbasis ESG Dari BRI,0,BBRI
384,BRI Dukung UMKM Naik Kelas Lewat Digitalisasi,0,BBRI
385,"Bawa UMKM Naik Kelas, BRI Berdayakan 11 Ribu Klaster",0,BBRI
386,Ini Bocoran BRI Life Soal Memilih Asuransi yang Pas,0,BBRI
387,Bos BRI Blak-blakan Nasib 81.680 Karyawan BRI-PNM-Pegadaian,0,BBRI
388,"Perhatian, Hari Ini Terakhir Dapat Dividen BBRI Rp 8,63 T",1,BBRI
389,"Jadi Official Bank FIFA Matchday Indonesia vs Argentina, Saham Bank BRI (BBRI) Bergerak Melemah",-1,BBRI
390,"Nasabah Mikro dan KUR Terdampak Covid-19, BRI Syariah Berikan Solusi Bayar Saat Panen",0,BBRI
391,"Dukung Pembiayaan Petani, BRI Gandeng Syngenta Indonesia",1,BBRI
392,"Kolaborasi Pupuk Indonesia & BRI, Program Makmur untuk Petani",1,BBRI
393,"Momen Hari Ibu, BRI Salurkan Bantuan ke Sekolah Anak Jalanan",0,BBRI
394,"IHSG Sesi I Melonjak ke 6.848, Saham BBRI, BMRI dan BBCA Paling Laris",1,BBRI
395,Kepala Negara ASEAN Simak Showcase Ekosistem Financing BRI,0,BBRI
396,"Borong 3 Penghargaan, BRI Raih Pengakuan Internasional",1,BBRI
397,"Holding Ultra Mikro, Saham BBRI Diprediksi Tembus Rp 5.200",1,BBRI
398,"Dorong Ekonomi Desa Berkelanjutan, BRI Targetkan 1.000 Desa Jadi Desa BRILIAN",0,BBRI
399,"Tidak Ada Bias Gender, BRI Jaga Kesetaraan Remunerasi",0,BBRI
400,BRI Ukir Senyum Siswa Dengan Renovasi Sekolah di Dompu NTB,0,BBRI
